ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
450	0,0,0,0,0,88,0,0,10,0,6,0,0	0,3,0,5,0,0,0,0,13,0,0,0,0	0,0,0,0,0,100,0,59,100,51	0,0,0,0,0,91,0,0,0,0	800	150
452	0,68,0,0,1,0,0,0,0,0,115,0,0	0,91,0,215,0,9,0,0,4,0,86,2,0	117,0,0,0,0,9,0,0,0,0	0,0,0,0,0,92,17,0,0,0	242	150
454	0,0,0,0,0,0,0,0,0,0,0,236,0	0,271,0,32,0,179,0,0,9,0,365,0,0	0,102,0,0,0,0,0,0,0,0	1,205,0,0,2,82,281,104,2,1	206	150
455	0,0,2,184,110,0,0,0,0,147,2,6,0	0,132,0,0,0,0,0,0,10,0,0,0,0	0,0,0,0,0,0,2,3,0,0	0,0,0,0,0,68,81,1,0,0	356	150
456	0,58,0,0,1,0,0,468,6,0,1,0,0	0,0,0,0,1,24,0,0,0,0,0,0,0	1,0,0,1,0,125,0,0,0,0	0,0,0,0,0,0,70,0,0,0	621	150
459	0,15,0,0,0,0,0,0,0,0,0,0,0	25,11,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,17,0,0,0,0	0,37,0,0,0,0,0,0,0,0	818	150
464	0,0,1,82,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,62,0,100,0,0	0,0,0,0,0,10,0,0,0,0	354	150
470	0,0,0,0,0,0,0,307,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0	117,0,0,0,0,0,0,190,0,28	0,0,0,0,0,0,438,0,0,0	397	150
473	0,0,0,0,0,0,0,0,0,0,0,0,0	0,14,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,127,0,0,0	0,0,0,0,0,0,0,0,0,0	291	150
474	0,6,0,0,0,0,0,0,0,0,0,0,0	0,0,3,1,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,127,0,0,0	0,0,0,0,0,0,111,0,0,0	370	150
475	0,0,0,0,0,0,0,0,0,0,0,0,0	0,32,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,127,0,0,0	0,0,0,0,0,0,0,0,0,0	249	150
477	0,0,0,56,0,0,0,29,14,0,0,0,0	0,0,0,0,0,0,0,0,29,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,175,106,0,0	260	150
478	0,83,0,0,0,0,0,0,0,0,0,0,0	0,0,0,27,0,0,0,0,45,0,89,0,0	0,0,0,0,0,0,127,0,0,0	21,0,0,0,0,0,48,106,0,0	263	150
481	0,0,23,0,0,116,0,0,0,0,0,0,0	0,88,0,0,0,2,0,1,6,0,0,0,0	0,0,0,0,0,0,0,24,0,0	0,104,0,0,0,65,280,0,0,0	358	150
487	0,0,0,15,0,311,0,0,0,0,0,0,0	0,0,0,34,0,91,0,0,0,0,0,0,0	0,0,0,0,0,0,118,0,0,82	0,0,0,0,0,46,4,0,0,5	1379	150
488	7,0,941,0,0,0,0,225,2,2,0,15,0	0,63,0,109,0,0,60,0,0,0,0,452,0	0,214,0,0,0,0,509,0,0,297	0,0,0,0,0,26,1187,0,0,717	2272	150
490	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,100,0,0	0,0,0,0,0,0,0,0,0,0	230	150
491	0,2,0,0,0,4,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,2,31,0	0,0,0,0,0,75,0,0,11,310	927	150
507	34,2,123,101,0,0,0,45,0,0,1,0,0	0,74,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0	0,224,0,0,0,0,0,0,206,0	498	150
509	0,0,0,0,0,0,0,0,0,0,1,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,24,0,0,0,0	0,0,0,0,0,0,1,0,0,0	1862	150
511	16,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,14,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	502	150
522	0,0,0,0,0,4,0,0,0,0,0,0,0	0,1,0,0,0,0,0,5,4,0,172,0,0	0,0,0,0,0,0,0,0,0,46	0,0,0,0,0,0,81,0,0,0	248	150
525	0,0,0,0,0,0,0,0,0,0,0,0,0	0,85,0,2,0,0,17,0,0,0,0,0,0	0,1,0,0,0,0,2,0,0,0	0,1,0,0,0,0,0,0,0,0	438	150
